,audio_spans,path,filename,folder,subfolder
1346,"[{'start': 0, 'end': 34.8373333333, 'label': 'CHUNK', 'id': '2c4d6092-c2d4-47a4-a492-aada23cca5cb', 'color': 'gold'}, {'start': 36.672, 'end': 64.768, 'label': 'CHUNK', 'id': '43bd4e56-ad86-4477-884b-7e733f48d62c', 'color': 'gold'}]",./duplicate/Dolphin_DIGIC13-04.wav,Dolphin_DIGIC13-04,DIGI-C,DIGIC13
1347,"[{'start': -0.0463091483, 'end': 8.4745741325, 'label': 'CHUNK', 'id': '133437b5-a3c8-40d6-aee5-4472a709ec3b', 'color': 'rgba(255,215,0,0.2)'}, {'start': 9.3081388013, 'end': 18.5390956887, 'label': 'CHUNK', 'id': '53d01404-78b9-429f-9624-06b530d31c3d', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/DoorAir_DIGIVJ2-12.wav,DoorAir_DIGIVJ2-12,DIGI-V,DIGIVJ2
1348,"[{'start': 5.6294670846, 'end': 11.0837951933, 'label': 'CHUNK', 'id': 'd21dd224-328c-4785-8c71-7eb7c2fa1a43', 'color': 'rgba(255,215,0,0.2)'}, {'start': 0.4253375131, 'end': 5.6795067921, 'label': 'CHUNK', 'id': '7c637cac-c41a-4cae-a488-ec9aeebfcc7a', 'color': 'rgba(255,215,0,0.2)'}, {'start': 14.5365350052, 'end': 19.1401880878, 'label': 'CHUNK', 'id': 'aace9f31-e0ed-4cd2-9fa1-1e0af49922d0', 'color': 'rgba(255,215,0,0.2)'}, {'start': 19.3403469175, 'end': 25.5452706374, 'label': 'CHUNK', 'id': '6b3aeec2-b4ca-4612-af55-2709a179fac5', 'color': 'rgba(255,215,0,0.2)'}, {'start': 25.6453500522, 'end': 31.6000752351, 'label': 'CHUNK', 'id': '4614914b-7754-49bd-9185-9896ee636475', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/DoorBell_DIGIB08-51.wav,DoorBell_DIGIB08-51,DIGI-B,DIGIB08
1349,"[{'start': 0.3248518843, 'end': 11.3198387379, 'label': 'CHUNK', 'id': 'b4a086ae-c1eb-4ee7-a472-2a03b3120d61', 'color': 'rgba(255,215,0,0.2)'}, {'start': 11.8695880806, 'end': 23.8141419807, 'label': 'CHUNK', 'id': '4fd643fd-c05c-4444-bbe1-66d6c5647a97', 'color': 'rgba(255,215,0,0.2)'}, {'start': 24.2539416074, 'end': 33.6996348589, 'label': 'CHUNK', 'id': '32364b9c-1dc3-4f5a-9264-ff60e938b927', 'color': 'rgba(255,215,0,0.2)'}, {'start': 34.6492011428, 'end': 40.0967173566, 'label': 'CHUNK', 'id': 'f86feb55-3b21-433f-8ce4-2bce3db93f17', 'color': 'rgba(255,215,0,0.2)'}, {'start': 41.9458742366, 'end': 47.6732631481, 'label': 'CHUNK', 'id': '1cb37d90-629f-4065-ae65-1dc97290b416', 'color': 'rgba(255,215,0,0.2)'}, {'start': 48.093071432, 'end': 54.3702096862, 'label': 'CHUNK', 'id': '9580e663-7e45-493f-aa42-6ba9440af602', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/DoorBell_DIGIB08-59.wav,DoorBell_DIGIB08-59,DIGI-B,DIGIB08
1350,"[{'start': 0, 'end': 9.6213333333, 'label': 'CHUNK', 'id': '47f64733-fed3-4ef3-9b48-7a1acc654e4b', 'color': 'gold'}, {'start': 10.112, 'end': 19.648, 'label': 'CHUNK', 'id': '204c17f0-cb05-4021-924a-66cfdad14107', 'color': 'gold'}, {'start': 20.3306666667, 'end': 30.336, 'label': 'CHUNK', 'id': 'e5e0f3f6-de5d-4612-9449-f4f03fb54baf', 'color': 'gold'}, {'start': 31.0068643006, 'end': 39.0021878914, 'label': 'CHUNK', 'id': '06540668-01a0-44b3-9da7-de18b16f5536', 'color': 'rgba(255,215,0,0.2)'}, {'start': 39.401954071, 'end': 47.8470146138, 'label': 'CHUNK', 'id': '125b9e76-036f-4565-9aa9-50145d7b735f', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/DoorBell_DIGIB08-66.wav,DoorBell_DIGIB08-66,DIGI-B,DIGIB08
1351,"[{'start': 0.5546666667, 'end': 13.6533333333, 'label': 'CHUNK', 'id': '05f667e7-e257-4559-be4b-bb52b34c1dc5', 'color': 'gold'}, {'start': 15.168, 'end': 22.2293333333, 'label': 'CHUNK', 'id': '2f2cd7ab-490c-4333-ad41-94b73f0be98c', 'color': 'gold'}, {'start': 23.3173333333, 'end': 27.52, 'label': 'CHUNK', 'id': '6f7fad3d-a7b5-49c1-8a17-b77fa9e9548e', 'color': 'gold'}, {'start': 29.5466666667, 'end': 31.808, 'label': 'CHUNK', 'id': '23c6db47-99d3-4fb7-a49a-532c34487bc2', 'color': 'gold'}]",./duplicate/DoorBell_DIGIFX2-08.wav,DoorBell_DIGIFX2-08,DIGI-F,DIGIFX2
1352,"[{'start': 13.0133333333, 'end': 19.008, 'label': 'CHUNK', 'id': '97b1054c-bcf7-48be-bb54-10b682d32604', 'color': 'gold'}, {'start': 9.4762902208, 'end': 12.8029106204, 'label': 'CHUNK', 'id': 'b70e10d4-e041-4000-853b-2c82985f29ae', 'color': 'rgba(255,215,0,0.2)'}, {'start': 4.349022082, 'end': 9.4457707676, 'label': 'CHUNK', 'id': '1c01d4b9-e3ad-4836-95d0-ac6cb02d7bb3', 'color': 'rgba(255,215,0,0.2)'}, {'start': 0.1373375394, 'end': 4.196424816, 'label': 'CHUNK', 'id': 'd9a50f64-2d65-48fc-bc64-1fe6a9897d44', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/DoorBell_DIGIVA1-45.wav,DoorBell_DIGIVA1-45,DIGI-V,DIGIVA1
1353,"[{'start': 14.72, 'end': 19.072, 'label': 'CHUNK', 'id': 'b00a8e1d-b309-41eb-a370-775723d8ac0a', 'color': 'gold'}, {'start': 20.5013333333, 'end': 30.784, 'label': 'CHUNK', 'id': 'b0fe4994-14f1-4ddd-9964-a772e129b4db', 'color': 'gold'}, {'start': 32, 'end': 37.9715340068, 'label': 'CHUNK', 'id': '30da98f9-d811-4460-9db0-7939678f9356', 'color': 'rgba(255,215,0,0.2)'}, {'start': 38.1653333333, 'end': 42.0266666667, 'label': 'CHUNK', 'id': 'cbc9476b-0c28-4d7c-929a-b0c302c5f84c', 'color': 'gold'}, {'start': 0.2248242424, 'end': 14.8134195286, 'label': 'CHUNK', 'id': 'd86695c4-ee9a-44d0-a686-d20944a7002f', 'color': 'rgba(255,215,0,0.2)'}, {'start': 43.6408835017, 'end': 45.8891259259, 'label': 'CHUNK', 'id': 'b6763d90-edfc-431d-a7ff-88f89cd8ed1a', 'color': 'rgba(255,215,0,0.2)'}, {'start': 45.9390868687, 'end': 49.2864700337, 'label': 'CHUNK', 'id': '3ca73ed2-686d-41a7-b8d3-67760f5423d2', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/DoorBell_DIGIVB1-01.wav,DoorBell_DIGIVB1-01,DIGI-V,DIGIVB1
1354,"[{'start': 0, 'end': 0.7893333333, 'label': 'CHUNK', 'id': '13eb66eb-740a-4f01-b207-19206535e7b9', 'color': 'gold'}, {'start': 2.112, 'end': 2.88, 'label': 'CHUNK', 'id': '0bb63447-d302-4281-9da8-e5ed3d1ed9d4', 'color': 'gold'}, {'start': 4.8426666667, 'end': 6.9973333333, 'label': 'CHUNK', 'id': '94ca5a1c-065d-4b17-9b2b-647dd228e1fc', 'color': 'gold'}]",./duplicate/DoorCreak_DIGIP07-19.wav,DoorCreak_DIGIP07-19,DIGI-P,DIGIP07
1355,"[{'start': 0, 'end': 0.9813333333, 'label': 'CHUNK', 'id': '2e949c27-5ed8-4635-a024-5c04d233d449', 'color': 'gold'}, {'start': 2.3893333333, 'end': 5.2693333333, 'label': 'CHUNK', 'id': 'd87b2ccf-69a7-4331-8439-d537267099bf', 'color': 'gold'}, {'start': 6.72, 'end': 10.08, 'label': 'CHUNK', 'id': '46035c27-c761-468b-93bc-2e5588f18430', 'color': 'gold'}]",./duplicate/DoorCreak_DIGIP07-20.wav,DoorCreak_DIGIP07-20,DIGI-P,DIGIP07
1356,"[{'start': -0.023108307, 'end': 3.6742208202, 'label': 'CHUNK', 'id': 'b85db332-c63c-40a1-a965-6034df18769b', 'color': 'rgba(255,215,0,0.2)'}, {'start': 3.9053038906, 'end': 7.6950662461, 'label': 'CHUNK', 'id': '618ae77f-f626-499b-a9c6-fac756e26498', 'color': 'rgba(255,215,0,0.2)'}, {'start': 14.2116088328, 'end': 18.1400210305, 'label': 'CHUNK', 'id': 'beec0dfc-fb39-40ab-9d56-5526f36c7af3', 'color': 'rgba(255,215,0,0.2)'}, {'start': 18.92570347, 'end': 23.7322313354, 'label': 'CHUNK', 'id': 'a3b6f403-e7e1-4eb8-8219-9fb3582557a2', 'color': 'rgba(255,215,0,0.2)'}, {'start': 23.7784479495, 'end': 28.2152429022, 'label': 'CHUNK', 'id': '25d2d041-3d7a-4330-84ae-04449c127bc2', 'color': 'rgba(255,215,0,0.2)'}, {'start': 11.7159116719, 'end': 13.8880925342, 'label': 'CHUNK', 'id': '96af439e-b9f9-4fb6-8f66-38810fe0cc01', 'color': 'rgba(255,215,0,0.2)'}, {'start': 7.8799327024, 'end': 11.762128286, 'label': 'CHUNK', 'id': '877a12c7-8c8c-4fdf-be59-7fc4eb436cea', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/DoorCupboard_DIGIB07-77-1.wav,DoorCupboard_DIGIB07-77-1,DIGI-B,DIGIB07
1357,"[{'start': 0.08273396420000001, 'end': 2.3330977918, 'label': 'CHUNK', 'id': 'c79d53da-f4fa-48f3-98b0-9cd68d705361', 'color': 'rgba(255,215,0,0.2)'}, {'start': 2.4985657203000002, 'end': 4.8482103049, 'label': 'CHUNK', 'id': 'e4c75f31-ce24-447c-b34d-61a0750b11c4', 'color': 'rgba(255,215,0,0.2)'}, {'start': 4.8482103049, 'end': 8.0251945321, 'label': 'CHUNK', 'id': '8bc2a9dc-f7f3-4297-b7d8-dc8422884a7a', 'color': 'rgba(255,215,0,0.2)'}, {'start': 8.0582881178, 'end': 10.4079327024, 'label': 'CHUNK', 'id': 'e0c0a496-c652-46fe-8f1f-d3c7808eefe0', 'color': 'rgba(255,215,0,0.2)'}, {'start': 10.6395878023, 'end': 12.6252029443, 'label': 'CHUNK', 'id': '4e73ae87-de83-4dec-a344-08d300e21a7c', 'color': 'rgba(255,215,0,0.2)'}, {'start': 12.8568580442, 'end': 16.0338422713, 'label': 'CHUNK', 'id': 'bb73fd24-df5d-4728-b5f4-e035f5ae4276', 'color': 'rgba(255,215,0,0.2)'}, {'start': 16.2654973712, 'end': 18.9791713985, 'label': 'CHUNK', 'id': '6b0485d0-9a17-441d-8f91-b3fef0cf8415', 'color': 'rgba(255,215,0,0.2)'}, {'start': 19.4093880126, 'end': 20.8985993691, 'label': 'CHUNK', 'id': 'e3a81d85-2df2-474e-bdc3-a17b29377050', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/DoorCupboard_DIGIB07-78-1.wav,DoorCupboard_DIGIB07-78-1,DIGI-B,DIGIB07
1358,"[{'start': 0.22505362180000002, 'end': 4.4760664785, 'label': 'CHUNK', 'id': '6dc46006-fcc7-43c7-8f2f-6664d72cf764', 'color': 'rgba(255,215,0,0.2)'}, {'start': 4.6761141424, 'end': 9.8773534023, 'label': 'CHUNK', 'id': '48236ce3-e9a3-417b-8a9b-74649c752ca8', 'color': 'rgba(255,215,0,0.2)'}, {'start': 9.9773772342, 'end': 15.5787118219, 'label': 'CHUNK', 'id': '2ba46f32-cd9e-4c36-9da0-68a8810a383c', 'color': 'rgba(255,215,0,0.2)'}, {'start': 21.9802370649, 'end': 28.0816908122, 'label': 'CHUNK', 'id': '6e6f897a-8be1-40a9-bfa8-4754988d64bf', 'color': 'rgba(255,215,0,0.2)'}, {'start': 28.2317265601, 'end': 32.3327036689, 'label': 'CHUNK', 'id': '554572e2-8833-4509-9ec0-71d1201507f4', 'color': 'rgba(255,215,0,0.2)'}, {'start': 38.1740948426, 'end': 42.5751434472, 'label': 'CHUNK', 'id': 'dadb9709-ceaf-48c3-9dec-22c49242974c', 'color': 'rgba(255,215,0,0.2)'}, {'start': 42.5751434472, 'end': 46.7761443879, 'label': 'CHUNK', 'id': '113c45a5-273a-4c94-92f3-072a88b699b6', 'color': 'rgba(255,215,0,0.2)'}, {'start': 46.7761443879, 'end': 50.1769546733, 'label': 'CHUNK', 'id': 'e33f542e-923c-4e51-a43c-53d23590b4ef', 'color': 'rgba(255,215,0,0.2)'}, {'start': 50.3269904212, 'end': 52.9276100512, 'label': 'CHUNK', 'id': 'd49967ff-23c9-4bfe-b93e-e1157d853b04', 'color': 'rgba(255,215,0,0.2)'}, {'start': 32.9728555827, 'end': 37.673975683, 'label': 'CHUNK', 'id': '06a5d982-9a78-4a91-8bca-c2edbe9772ef', 'color': 'rgba(255,215,0,0.2)'}, {'start': 15.6987404965, 'end': 18.9295101913, 'label': 'CHUNK', 'id': '089272f4-d79b-4176-b9d5-41b32f7f6fdc', 'color': 'rgba(255,215,0,0.2)'}, {'start': 19.329605519, 'end': 21.9202227276, 'label': 'CHUNK', 'id': '0beec11e-bddd-4b0e-a836-7d2e1a183727', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/DoorCupboard_DIGIB07-79-1.wav,DoorCupboard_DIGIB07-79-1,DIGI-B,DIGIB07
1359,"[{'start': 0, 'end': 1.8773333333000002, 'label': 'CHUNK', 'id': 'c2feb025-71af-4d1d-9b1d-75dd512ffeb6', 'color': 'gold'}, {'start': 3.136, 'end': 5.3546666667, 'label': 'CHUNK', 'id': 'f2514159-b4ae-4af2-a655-31d4c3d9175c', 'color': 'gold'}, {'start': 6.5280000000000005, 'end': 8.576, 'label': 'CHUNK', 'id': 'c74c4377-0d5f-483b-9410-42237c4fe146', 'color': 'gold'}, {'start': 9.472, 'end': 12.330666666700001, 'label': 'CHUNK', 'id': '1b94f47d-204c-4e04-8a90-f556bbcbf353', 'color': 'gold'}, {'start': 13.5466666667, 'end': 16.704, 'label': 'CHUNK', 'id': 'b45e0bb8-3892-446b-9794-ee98f202c5f8', 'color': 'gold'}, {'start': 17.92, 'end': 19.0293333333, 'label': 'CHUNK', 'id': '59b52d39-8230-49c3-b61f-b7765c01469b', 'color': 'gold'}, {'start': 20.352, 'end': 22.3573333333, 'label': 'CHUNK', 'id': '0407ba53-c04d-4be7-8c98-1cd5ef929b4a', 'color': 'gold'}, {'start': 23.872, 'end': 27.3493333333, 'label': 'CHUNK', 'id': '8529ef44-312d-4877-9df6-76112222753d', 'color': 'gold'}]",./duplicate/DoorCupboard_DIGIB07-80-1.wav,DoorCupboard_DIGIB07-80-1,DIGI-B,DIGIB07
1360,"[{'start': 1.408, 'end': 1.8346666667, 'label': 'CHUNK', 'id': '22ad3983-5abf-435f-a0a6-9c869f9e545a', 'color': 'gold'}, {'start': 6.016, 'end': 6.464, 'label': 'CHUNK', 'id': 'c780a053-4a91-4c8a-b648-033d030a334c', 'color': 'gold'}, {'start': 10.176, 'end': 10.5386666667, 'label': 'CHUNK', 'id': 'ffae195b-6ad0-4806-9e52-86c1a08e6226', 'color': 'gold'}, {'start': 13.44, 'end': 13.8453333333, 'label': 'CHUNK', 'id': 'd109d003-e608-42e5-94b4-48cdf254d42e', 'color': 'gold'}, {'start': 18.0053333333, 'end': 18.9226666667, 'label': 'CHUNK', 'id': '4e1e9879-6aa3-4728-aefe-ac62e3d2b407', 'color': 'gold'}, {'start': 22.5066666667, 'end': 23.3386666667, 'label': 'CHUNK', 'id': 'c3129b2a-d346-4279-8e91-5fe397e9ba41', 'color': 'gold'}, {'start': 26.6666666667, 'end': 27.4986666667, 'label': 'CHUNK', 'id': '99ed161b-fe32-4248-b74c-99d2cfa234ab', 'color': 'gold'}, {'start': 29.8026666667, 'end': 30.7626666667, 'label': 'CHUNK', 'id': '211bb539-9cdd-4931-a53e-2c25ff6cc9d8', 'color': 'gold'}, {'start': 34.2613333333, 'end': 37.44, 'label': 'CHUNK', 'id': '2d647f0e-bb63-4060-bd24-c1b6d10010bc', 'color': 'gold'}, {'start': 37.4613333333, 'end': 37.4826666667, 'label': 'CHUNK', 'id': 'a3613210-f775-4929-9370-2d1188d449bf', 'color': 'gold'}, {'start': 39.4666666667, 'end': 42.112, 'label': 'CHUNK', 'id': '8a73d197-ed1e-49c4-a47a-f827a0c3f93a', 'color': 'gold'}, {'start': 44.2666666667, 'end': 47.296, 'label': 'CHUNK', 'id': '594131ed-95c0-4213-856b-dc25b8f35d50', 'color': 'gold'}, {'start': 49.0666666667, 'end': 51.0933333333, 'label': 'CHUNK', 'id': 'dac082e6-a18e-4349-b516-84857d5feb49', 'color': 'gold'}]",./duplicate/DoorCupboard_DIGIK4-09.wav,DoorCupboard_DIGIK4-09,DIGI-K,DIGIK4
1361,"[{'start': -0.0250087391, 'end': 3.5762496879, 'label': 'CHUNK', 'id': 'c97ac26f-6fd6-4872-bef6-bf2c1a1decca', 'color': 'rgba(255,215,0,0.2)'}, {'start': 3.6762846442, 'end': 6.5272808989, 'label': 'CHUNK', 'id': '4717db21-2141-4542-9295-c38ee586cddc', 'color': 'rgba(255,215,0,0.2)'}, {'start': 6.6773333333, 'end': 13.9198641793, 'label': 'CHUNK', 'id': 'c254399f-cacf-40a8-8182-415d9f743e8f', 'color': 'rgba(255,215,0,0.2)'}, {'start': 15.2803395755, 'end': 27.4545934525, 'label': 'CHUNK', 'id': '0d35b82e-72cf-4aa0-9b87-b07ee9d697c9', 'color': 'rgba(255,215,0,0.2)'}, {'start': 32.2562713551, 'end': 42.2197536136, 'label': 'CHUNK', 'id': 'abf4eb8d-4b05-4679-88f5-45a4dd22c226', 'color': 'rgba(255,215,0,0.2)'}, {'start': 44.2704702179, 'end': 52.3733016786, 'label': 'CHUNK', 'id': '1bc2489f-53b4-474a-8bd3-3469618bf960', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/DoorGarage_DIGIE08-27.wav,DoorGarage_DIGIE08-27,DIGI-E,DIGIE08
1362,"[{'start': 0, 'end': 2.624, 'label': 'CHUNK', 'id': '1fdf2a88-4598-486b-b65b-f266c3e7347a', 'color': 'gold'}, {'start': 3.648, 'end': 5.7173333333, 'label': 'CHUNK', 'id': '6b486500-33a0-4b5e-89f1-7e4db9a6e655', 'color': 'gold'}, {'start': 6.8266666666999996, 'end': 9.4933333333, 'label': 'CHUNK', 'id': '425093d8-82ff-447c-bd0c-bd456992b44d', 'color': 'gold'}, {'start': 11.584, 'end': 15.8506666667, 'label': 'CHUNK', 'id': '3edc2be0-0378-4615-ba2f-ef268ceb37d7', 'color': 'gold'}, {'start': 17.792, 'end': 20.9066666667, 'label': 'CHUNK', 'id': 'a459ffb7-3897-4384-9db6-c9468190093b', 'color': 'gold'}, {'start': 22.4426666667, 'end': 28.3946666667, 'label': 'CHUNK', 'id': '0ca36f6a-93e9-4bee-ac15-a721e5b62aec', 'color': 'gold'}]",./duplicate/DoorGarage_DIGIE08-28.wav,DoorGarage_DIGIE08-28,DIGI-E,DIGIE08
1363,"[{'start': 0, 'end': 1.8986666667, 'label': 'CHUNK', 'id': '3be16b8d-7426-4eb3-8560-f1c8645fedc9', 'color': 'gold'}, {'start': 3.2853333333, 'end': 5.3333333333, 'label': 'CHUNK', 'id': '1a3cd46b-e2bf-490e-b284-f734c05ea52a', 'color': 'gold'}, {'start': 6.6986666667, 'end': 8.9386666667, 'label': 'CHUNK', 'id': '3fd26a76-9df8-48bc-8197-1ed040a7c41d', 'color': 'gold'}]",./duplicate/DoorGarage_DIGIE08-29.wav,DoorGarage_DIGIE08-29,DIGI-E,DIGIE08
1364,"[{'start': -0.0282397476, 'end': 1.6096656151, 'label': 'CHUNK', 'id': '05a01548-a16f-45af-b168-21f3edeab92e', 'color': 'rgba(255,215,0,0.2)'}, {'start': 1.6661451104, 'end': 3.0969589905, 'label': 'CHUNK', 'id': 'a912bcd0-c867-4eb6-8e16-cb5e6b78409f', 'color': 'rgba(255,215,0,0.2)'}, {'start': 3.4546624606, 'end': 5.3749652997, 'label': 'CHUNK', 'id': '279939ac-a74f-4732-8f35-05735d3d2e3b', 'color': 'rgba(255,215,0,0.2)'}, {'start': 5.789148265, 'end': 7.7094511041, 'label': 'CHUNK', 'id': '0922a902-bc39-4a04-bc23-355f25249ff5', 'color': 'rgba(255,215,0,0.2)'}, {'start': 8.4248580442, 'end': 11.267659306, 'label': 'CHUNK', 'id': '9490a378-62ad-4f16-8c26-a44a513bccb8', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/DoorGarage_DIGIE08-30.wav,DoorGarage_DIGIE08-30,DIGI-E,DIGIE08
1365,"[{'start': 0, 'end': 3.9893333333000003, 'label': 'CHUNK', 'id': '5662dd22-2d08-4f8c-bc37-5375d6cfffcc', 'color': 'gold'}, {'start': 4.7573333333, 'end': 6.8906666667, 'label': 'CHUNK', 'id': '5fc38374-8224-4910-9f9d-40d99437c062', 'color': 'gold'}, {'start': 7.744, 'end': 9.92, 'label': 'CHUNK', 'id': 'a76b72c7-df26-4fd9-8155-a25c47f72318', 'color': 'gold'}, {'start': 10.4533333333, 'end': 13.632, 'label': 'CHUNK', 'id': 'a5525355-1050-4f1a-af96-a0a3888b80f2', 'color': 'gold'}, {'start': 15.0186666667, 'end': 18.4106666667, 'label': 'CHUNK', 'id': '512d7353-9ed3-48c6-9431-1a3d5661eed9', 'color': 'gold'}, {'start': 19.3706666667, 'end': 27.84, 'label': 'CHUNK', 'id': '2cffe141-f4f5-4a0e-9550-871b318c6f75', 'color': 'gold'}]",./duplicate/DoorGarage_DIGIE08-31.wav,DoorGarage_DIGIE08-31,DIGI-E,DIGIE08
1366,"[{'start': 0, 'end': 4.2453333333, 'label': 'CHUNK', 'id': '4a682d20-50ea-44c6-b0de-5742a293d3ca', 'color': 'gold'}, {'start': 4.8, 'end': 7.3173333333, 'label': 'CHUNK', 'id': 'fe1ea177-3afd-4c91-9413-b2d0e63be882', 'color': 'gold'}, {'start': 8.0426666667, 'end': 10.688, 'label': 'CHUNK', 'id': '4799459b-0162-4f7e-bee1-a8ea6c7e6aa2', 'color': 'gold'}, {'start': 11.648, 'end': 15.1253333333, 'label': 'CHUNK', 'id': '449948f8-65e9-4e3c-a2d2-74bf26a2c1e9', 'color': 'gold'}, {'start': 15.9573333333, 'end': 19.84, 'label': 'CHUNK', 'id': 'dc36822e-5be1-4951-a7d8-43ad95baacf5', 'color': 'gold'}, {'start': 20.8853333333, 'end': 28.5226666667, 'label': 'CHUNK', 'id': '3f09806d-e9cc-40e2-af8c-3342c524af9e', 'color': 'gold'}]",./duplicate/DoorGarage_DIGIE08-32.wav,DoorGarage_DIGIE08-32,DIGI-E,DIGIE08
1367,"[{'start': 0, 'end': 3.8826666667, 'label': 'CHUNK', 'id': 'e0c85c5b-177d-455c-a217-36cb4a2aa6aa', 'color': 'gold'}, {'start': 4.3946666667, 'end': 7.936, 'label': 'CHUNK', 'id': '63276512-89e8-4c91-ae40-633cc9b2973d', 'color': 'gold'}, {'start': 8.64, 'end': 12.1813333333, 'label': 'CHUNK', 'id': '0ae6ac68-7606-4e7a-b390-655b71bcc574', 'color': 'gold'}]",./duplicate/DoorGarage_DIGIE08-33.wav,DoorGarage_DIGIE08-33,DIGI-E,DIGIE08
1368,"[{'start': 1.1529169295, 'end': 6.7057413249, 'label': 'CHUNK', 'id': '48a585da-7186-4b3b-ba84-09ee8a9509d7', 'color': 'rgba(255,215,0,0.2)'}, {'start': 7.8351293375, 'end': 15.2232092534, 'label': 'CHUNK', 'id': 'aeaf0fce-3a2c-4e78-ab3d-546b92117bad', 'color': 'rgba(255,215,0,0.2)'}, {'start': 22.7995205047, 'end': 29.1523280757, 'label': 'CHUNK', 'id': '8034882c-cf68-42cd-b6f8-71fa6aa30219', 'color': 'rgba(255,215,0,0.2)'}, {'start': 16.352597266, 'end': 22.0936529968, 'label': 'CHUNK', 'id': 'eed8cfb2-b238-4183-bad5-c74b446a2094', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/DoorGate_DIGIB08-63.wav,DoorGate_DIGIB08-63,DIGI-B,DIGIB08
1369,"[{'start': 0.3250835629, 'end': 5.326369146, 'label': 'CHUNK', 'id': '84c4e1cd-27bb-42b1-9b90-5c58fa206b4c', 'color': 'rgba(255,215,0,0.2)'}, {'start': 5.7264719927000005, 'end': 9.5774618916, 'label': 'CHUNK', 'id': '7dc4976f-7f44-4477-81e8-f717f02d32fe', 'color': 'rgba(255,215,0,0.2)'}, {'start': 9.877539026600001, 'end': 14.7287860422, 'label': 'CHUNK', 'id': '7972b4de-cc99-4808-b170-2ce58caf08b1', 'color': 'rgba(255,215,0,0.2)'}, {'start': 16.19916408, 'end': 21.9506425006, 'label': 'CHUNK', 'id': '3f83798c-5494-4d81-b1c0-37b2518e10e5', 'color': 'rgba(255,215,0,0.2)'}, {'start': 22.3307401286, 'end': 27.9321799816, 'label': 'CHUNK', 'id': '4775a870-cd30-42cc-a9fa-b554f533e951', 'color': 'rgba(255,215,0,0.2)'}, {'start': 28.4823213958, 'end': 34.333825528, 'label': 'CHUNK', 'id': 'fd019577-6ad6-4f6e-9453-7dcdf50347e6', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/DoorGate_DIGIB08-69.wav,DoorGate_DIGIB08-69,DIGI-B,DIGIB08
1370,"[{'start': 0.218935857, 'end': 4.6374595163, 'label': 'CHUNK', 'id': '257c9bdb-2a1c-44de-b59a-36d1656ff61c', 'color': 'rgba(255,215,0,0.2)'}, {'start': 4.9161051525, 'end': 7.9015941115, 'label': 'CHUNK', 'id': 'e2eda7d0-46f8-4a42-b324-07b8063c6565', 'color': 'rgba(255,215,0,0.2)'}, {'start': 8.1404332282, 'end': 13.2356677182, 'label': 'CHUNK', 'id': 'e110cc7b-470f-4a0f-8b14-375033b34950', 'color': 'rgba(255,215,0,0.2)'}, {'start': 14.7483154574, 'end': 19.6843238696, 'label': 'CHUNK', 'id': '82f74d7c-d72e-449b-9ccc-b1eb7bbdd39a', 'color': 'rgba(255,215,0,0.2)'}, {'start': 19.8833564669, 'end': 24.9785909569, 'label': 'CHUNK', 'id': 'f83f65c2-006b-420d-8efc-bb749d3b057e', 'color': 'rgba(255,215,0,0.2)'}]",./duplicate/DoorGate_DIGIB08-70.wav,DoorGate_DIGIB08-70,DIGI-B,DIGIB08
1371,"[{'start': 0, 'end': 2.9866666667, 'label': 'CHUNK', 'id': 'c975dd2b-44ec-4133-b06b-10d8c72d450a', 'color': 'gold'}, {'start': 4.0746666667, 'end': 6.016, 'label': 'CHUNK', 'id': '252b3f1e-bfda-4df6-81db-8c484fa3c3f7', 'color': 'gold'}, {'start': 7.5946666667, 'end': 10.4746666667, 'label': 'CHUNK', 'id': '70277f5b-3a50-45d4-ba2d-e46f4137e0b3', 'color': 'gold'}, {'start': 12.3093333333, 'end': 13.2906666667, 'label': 'CHUNK', 'id': '33b11e1e-8e37-49f8-b36f-a01c8bdf11fa', 'color': 'gold'}, {'start': 14.912, 'end': 20.096, 'label': 'CHUNK', 'id': 'd91e9650-b679-4a64-813c-d311cc13cb77', 'color': 'gold'}]",./duplicate/DoorGate_DIGIP07-24.wav,DoorGate_DIGIP07-24,DIGI-P,DIGIP07
